id	Non-malignant	Non-malignant	Claudin-low	Non-malignant	Claudin-low	Non-malignant	Claudin-low	Claudin-low	Claudin-low	Non-malignant	Claudin-low
ENSG00000230937.8	5.298367365	6.515379135	0.122217633	5.925137761	0	3.666122467	0.131028262	0	0.157003749	5.845484563	0
ENSG00000204536.12	2.180417459	2.249184316	4.367293635	2.401525041	3.495294705	2.486571929	3.472897696	3.135928904	3.42913675	2.778819272	3.597860056
ENSG00000096070.18	1.523880024	1.85629799	3.451256582	1.826160896	3.061988069	2.131796772	2.624668592	2.77570885	2.522523513	1.957273908	2.63905733
ENSG00000164663.12	0.593326845	0.891998039	1.355835154	0.418710335	0.924258902	0.431782416	1.249901736	1.451613827	1.656321498	0.262364264	1.371180723
ENSG00000117472.8	4.268717949	5.025195445	2.199444334	3.081451149	1.166270937	4.026422546	0.625938431	0.741937345	0.667829373	2.959068289	0.58221562
ENSG00000240616.1	1.736951233	1.749199855	0.31481074	1.710187816	0.667829373	1.671473303	0.858661619	1.244154594	0.593326845	1.806648082	0.657520003
ENSG00000144749.12	0.90825856	0.746687947	2.149433913	1.360976553	2.123458427	1.499623046	1.906575144	2.188295947	2.287471455	1.311031877	2.876385516
ENSG00000180921.6	4.269137853	4.398146017	3.22246936	4.553666343	0.797507196	4.331653969	1.534714366	1.360976553	1.978239036	5.101024294	0.292669614
ENSG00000163071.9	2.396075436	2.385086315	0.336472237	2.036011984	0	2.018895042	0	0	0.019802627	1.252762968	0
ENSG00000152291.12	3.075928816	2.78192005	4.360930671	3.022374205	4.258021155	3.493776563	3.921577218	3.763754989	4.522440538	3.461978854	4.197201948
ENSG00000182253.13	0.113328685	0.09531018	2.538447417	0.039220713	1.488399584	0.139761942	2.783157674	1.941615225	2.80578169	0.198850859	1.472472057
ENSG00000173705.7	1.617406082	0.329303747	2.288486169	0.451075619	3.040227513	0.741937345	2.863343086	3.162940193	2.828496354	0.322083499	1.477048724
ENSG00000141505.10	0.31481074	0	0.620576488	0	0.688134639	0.122217633	0.518793793	0.802001585	0.693147181	0	0.292669614
ENSG00000134955.10	5.12473749	2.934920134	0.783901544	3.282413846	1.232560261	3.459151775	0.165514438	0.451075619	0.657520003	4.170996914	2.396985768
ENSG00000161249.19	5.6338606	5.825321411	0.703097511	5.350530238	3.601413428	4.862521909	2.063058062	0	2.32238772	5.818003619	0.774727168
ENSG00000198729.4	2.444084655	3.775286482	0.09531018	2.860485124	0.940007258	2.451005098	0.076961041	0	1.974081026	2.376764491	0.029558802
ENSG00000148516.20	0.2390169	0	3.351306612	0.524728529	2.525728644	1.773255998	3.181796817	2.571084346	3.446489371	0.698134722	2.79971739
ENSG00000154102.9	4.418840608	3.975561026	0.746687947	4.232946412	2.536866389	4.372733588	1.637053079	0.620576488	2.293544348	4.41255584	0.285178942
ENSG00000179455.7	0	0	0.871293366	0	1.974081026	0	1.981001469	1.172482137	1.961502244	0	1.521698998
ENSG00000105963.12	3.360375387	2.472327868	1.613429934	3.051639905	1.944480556	2.862772146	0.058268908	1.098612289	0.985816795	3.175132902	0.336472237
ENSG00000173156.5	5.485543543	5.775855043	0.104360015	5.300814247	3.064791809	5.556364634	2.026831591	0	2.070653036	5.457583511	0
ENSG00000084207.14	7.653732073	7.878439495	6.401684997	7.904320076	5.047995303	6.987037698	6.112110148	6.244982102	6.658049556	7.665781548	5.586199419
ENSG00000203499.9	1.987874348	2.605648267	1.990610328	2.262804223	0.165514438	2.509599262	0.343589704	0.371563556	0.565313809	3.154870495	0.113328685
ENSG00000117595.9	3.979494721	5.350577693	0.048790164	4.638798367	0	2.963725477	0.223143551	0.048790164	0.09531018	5.021047564	0.009950331
ENSG00000135926.11	5.47025183	5.084133557	4.861980595	5.06474462	4.213460043	5.712114335	4.20514028	3.744787086	4.108411819	5.754348838	4.533459338
ENSG00000070081.14	2.695302628	2.411439498	3.560761951	2.314513664	3.526654599	2.357073278	4.682408966	4.173925625	4.257313391	1.593308531	3.095125017
ENSG00000001617.10	4.160912273	5.040905817	1.17557333	3.522529667	0.765467842	3.551053137	1.264126727	2.273156282	2.71866038	3.609294975	2.155244505
ENSG00000125148.6	8.540833543	7.506948859	6.706373219	8.458881642	6.692393868	7.980677041	5.864766894	6.368838775	5.304895682	7.795210227	7.006504991
ENSG00000267855.4	5.129662001	4.931447776	4.484921613	4.969049119	4.462799845	4.911109575	4.245347436	4.687210896	4.119037175	5.041229159	4.098336583
ENSG00000181350.10	0.300104592	0.246860078	0.858661619	0.3074847	1.040276712	0.104360015	0.58221562	0.774727168	0.641853886	0.431782416	0.620576488
ENSG00000125775.13	2.995232149	3.915417238	1.646733697	3.726175239	1.147402453	4.935696207	0.703097511	1.036736885	0.896088025	3.317815773	1.101940079
ENSG00000160712.11	2.467251715	2.499795262	0.708035793	2.213753879	1.470175845	2.370243741	0.482426149	0.717839793	1.717395054	2.571084346	0.683096845
ENSG00000127603.22	3.168844891	2.821378886	3.883829271	2.979094632	3.753964701	3.585461495	4.424007957	3.878259375	4.106931678	3.124565145	4.202152082
ENSG00000137312.13	3.023833704	3.715034412	5.683715813	3.035914063	4.700843936	3.578506397	4.685366728	4.26112938	4.805413517	3.789177175	4.544570564
ENSG00000142173.13	0.343589704	0	4.570475216	0.182321557	2.850706502	0.760805829	5.3448192	3.715764783	5.683307621	2.477378383	7.219964097
ENSG00000119280.15	2.054123734	2.112634509	2.451866796	1.997417706	2.991724252	1.805004696	2.789937361	2.557227311	2.669309373	2.200552367	3.203152864
ENSG00000095383.18	3.976686519	3.298426104	3.092858984	3.739572568	2.318458442	3.833845224	2.164471791	2.632608006	1.393766376	4.201553369	2.31944221
ENSG00000223496.2	1.888583654	1.78339122	2.636912173	2.043814364	2.663749942	1.880990603	2.298577072	2.43798973	2.198335072	1.824549292	2.249184316
ENSG00000137440.4	4.793722293	3.928683446	0.086177696	4.313480092	0.058268908	2.640484882	0.039220713	0	0.157003749	4.866302923	0.09531018
ENSG00000135750.13	2.814210397	3.080073422	0.565313809	3.705244808	1.58514522	3.433664572	0.850150929	0	0.09531018	2.415913778	2.117459609
ENSG00000113328.17	4.692723083	4.549763179	2.862772146	4.526126979	3.339321978	4.244056835	3.241810796	3.350605596	4.133405006	4.504907764	3.307985
ENSG00000221890.2	1.17557333	0.148420005	1.105256831	0.067658648	1.860974538	0.418710335	2.439734931	1.637053079	2.282382386	0.285178942	1.95160817
ENSG00000187801.13	0.21511138	0.357674444	1.909542505	0.625938431	0.91228271	0.615185639	1.601405741	1.669591835	1.208960346	0.270027137	1.156881197
ENSG00000100290.2	1.781709133	1.998773639	0.231111721	1.960094784	0.182321557	2.861629289	0.067658648	0	0.357674444	2.836736542	0.139761942
ENSG00000270049.1	0.3074847	0.693147181	0.806475866	0.476234179	1.311031877	0.553885113	0.966983846	1.166270937	0.996948635	0.652325186	1.061256502
ENSG00000126778.8	0.837247525	0.444685821	2.065596135	0.285178942	2.150598736	0.2390169	1.69744879	2.60046499	1.638996715	0.928219303	1.137833002
ENSG00000106004.4	2.342766883	1.660131027	1.499623046	2.065596135	0	1.993338843	0.717839793	0.131028262	0.996948635	2.706048198	0.536493371
ENSG00000266680.1	0.548121409	1.029619417	0.500775288	0.858661619	0.113328685	0.631271777	0.254642218	0.086177696	0.104360015	0.824175443	0
ENSG00000173214.5	0.518793793	0.625938431	0.672944473	0.482426149	0.779324877	0.405465108	0.797507196	0.928219303	1.004301609	0.553885113	0.810930216
ENSG00000130768.13	1.398716881	1.798404012	0.131028262	1.32175584	0.832909123	1.840549633	0.524728529	0.067658648	0.322083499	0.970778917	0.19062036
ENSG00000171219.8	2.271094426	3.000222179	0.104360015	1.671473303	0.593326845	1.699278616	0.246860078	0.570979547	0.058268908	2.03077637	0.009950331
ENSG00000125089.15	3.414771502	3.64805746	0	1.793424749	1.057790294	2.629728234	0.641853886	0.019802627	0.157003749	3.549042509	1.043804052
ENSG00000130584.9	0.824175443	0.463734016	1.427916036	0.378436436	0.959350221	0.412109651	0.845868268	1.280933845	1.425515074	0.444685821	1.088561953
ENSG00000168779.18	0.131028262	0.39877612	2.948640666	0.732367894	1.930071085	1.294727168	1.32972401	2.125847914	2.262804223	0.703097511	2.272125886
ENSG00000140284.9	0.783901544	0.879626748	0.131028262	0.451075619	0.357674444	0.916290732	0.223143551	0.223143551	0	0.963174318	0
ENSG00000112473.15	3.60004824	3.794364962	4.941070831	3.860940215	4.644967656	4.273745191	5.053822489	4.651290122	4.81656499	4.236567243	5.105581771
ENSG00000109534.15	2.900871993	2.083184528	3.343215099	2.629006994	3.211246798	2.279316466	3.759570882	3.17722015	3.750209709	2.265921109	3.422958873
ENSG00000115221.9	3.364533397	3.127199036	0.048790164	2.373975089	0	4.308514639	0.641853886	0.482426149	0.431782416	2.493205453	0.019802627
ENSG00000099812.7	3.503453082	2.879198457	0.198850859	3.027230941	2.570319528	3.405521353	0.067658648	0	0	3.761432647	0.708035793
ENSG00000225932.3	1.047318994	1.420695788	0	2.006870849	0.048790164	1.153731588	0.916290732	0	0	1.211940974	0.067658648
ENSG00000167770.10	5.062215214	5.314731908	4.335720882	5.084628974	4.546056921	4.825670246	4.328625858	4.663439094	4.358374106	4.897466596	4.454928523
ENSG00000104626.13	1.803358605	1.266947603	2.60046499	1.89761986	2.093097868	1.830980182	2.921547375	2.90526037	2.604909442	1.796747011	2.434490164
ENSG00000233276.3	6.741499966	6.169087583	5.491084181	6.438103588	5.998167035	6.770181441	5.001459996	5.498110404	5.156177599	6.191155217	5.665353448
ENSG00000221869.4	2.775085602	3.448398983	2.556451817	3.445214267	0.792992516	3.085115835	0.875468737	1.981001469	0.75612198	3.715277928	0.90825856
ENSG00000226287.6	3.562465529	2.926917958	1.490654376	2.632608006	1.368639426	3.04927304	0.802001585	1.187843422	1.238374231	2.209372711	1.818076778
ENSG00000143537.12	4.944780351	5.294961743	4.311872375	5.657110066	5.009100784	5.391306673	3.975373321	4.445236148	3.852909741	5.578105867	4.087152092
ENSG00000112877.7	1.867176109	1.278152203	2.14710019	1.713797928	2.66792241	1.656321498	2.953346557	2.287471455	2.459588842	1.860974538	2.391511302
ENSG00000205744.8	1.223775432	1.971299383	0.254642218	1.2753628	0.463734016	1.004301609	0.048790164	0	0.058268908	1.481604541	0.131028262
ENSG00000137767.12	4.454114711	3.90459549	1.638996715	4.259859001	3.47908392	5.363402613	1.187843422	1.064710737	2.115049969	3.754667195	0.488580015
ENSG00000167601.10	4.007696755	2.50389195	5.386786015	3.664842876	5.754982431	2.614471854	5.216890368	4.746843344	4.333361463	3.320348794	6.161186224
ENSG00000158292.6	2.571084346	2.367436065	2.07819076	2.742129515	0.887891257	2.785628336	0.978326123	1.286474026	1.72455072	2.942331497	0.657520003
ENSG00000155970.10	0.048790164	0.322083499	1.091923301	0	0.587786665	0	0.553885113	0.940007258	0.652325186	0.09531018	0.470003629
ENSG00000058056.7	1.238374231	0.989541194	2.115049969	1.642872689	2.526528324	1.826160896	2.912350665	2.57184858	2.68988623	1.572773928	2.104134154
ENSG00000060558.3	3.829510584	3.683866912	0.09531018	4.11414719	3.114403803	4.035655566	0.048790164	0	0.09531018	4.525585707	0.086177696
ENSG00000143322.18	2.104134154	1.735189118	3.813748436	2.032087845	3.021887231	2.539236994	3.140698044	3.278276168	2.746629683	1.997417706	2.773213527
ENSG00000189091.11	4.859967431	4.525260803	5.632572862	5.018867979	5.576441406	4.814052528	5.441204854	5.570212986	5.686093612	5.081093758	5.185820335
ENSG00000154229.10	2.005525859	0.542324291	3.480624515	1.335001067	3.021887231	1.819698838	3.524004811	3.374511116	2.412335957	1.348073148	2.913437031
ENSG00000135821.15	6.363372872	7.445569414	3.872658282	6.305563355	3.57682995	5.344294053	4.000766215	0.425267735	1.83736998	5.92414884	2.72719902
ENSG00000170473.15	3.516607233	3.492256113	2.952824773	3.305420426	2.729811693	3.326832966	2.894806355	2.206074193	2.547881449	4.019082078	2.610069793
ENSG00000158125.8	2.807593831	1.319085611	1.095273387	2.783775912	0	2.499795262	0.086177696	0.378436436	1.249901736	2.877511642	0.254642218
ENSG00000128016.5	4.019800598	4.221857883	2.922623802	4.015120963	2.445819261	4.380650688	1.745715531	2.675527009	1.842135677	4.141387169	3.299533728
ENSG00000130762.13	2.271094426	3.234355396	0.300104592	2.288486169	1.504077397	1.619388243	0.703097511	0.157003749	0.173953307	2.218115936	0.727548607
ENSG00000150782.10	4.768988271	4.51338379	1.483874689	5.155024197	3.46885603	4.343285806	0.336472237	0.104360015	0.165514438	4.537533537	0
ENSG00000167306.17	2.858766418	3.240637317	0.019802627	2.386926241	1.381281819	3.480624515	1.93441577	0.039220713	1.398716881	2.581730834	0.982078472
ENSG00000105991.7	2.010894999	1.415853163	1.184789985	1.611435915	0	1.418277407	0.862889955	0.076961041	0.431782416	1.996059933	0.652325186
ENSG00000135828.10	1.264126727	1.368639426	0.378436436	1.068153081	0.506817602	0.875468737	0.91228271	0.444685821	0.657520003	1.172482137	0.262364264
ENSG00000125538.10	2.190535589	2.474856314	0	3.333632062	0.405465108	4.102643365	0.482426149	0	0.350656872	3.574029612	0.148420005
ENSG00000153936.15	2.026831591	1.743968805	2.335052283	1.648658626	2.714694744	1.415853163	3.05305734	2.820783471	3.296207168	1.355835154	2.131796772
ENSG00000240288.6	0.336472237	0	0.712949808	0.157003749	0.609765572	0.157003749	0.940007258	0.891998039	0.570979547	0.431782416	0.604315967
ENSG00000070882.11	2.928523524	2.743417345	2.000127735	3.013080912	2.666533521	2.85532012	1.976854953	1.899117988	1.761300262	3.052112607	2.260720889
ENSG00000125850.9	3.080073422	3.415428964	0	1.860974538	0	2.448415541	0.086177696	0	0.31481074	2.061786606	0
ENSG00000137878.15	2.034705648	0.91228271	0	1.190887565	0.792992516	1.791759469	0.113328685	0	0.058268908	1.499623046	0
ENSG00000133477.15	2.819591576	3.314913013	0	2.059238834	0	2.089391873	0.029558802	0	0.076961041	1.89009537	0.009950331
ENSG00000156983.14	2.448415541	2.209372711	2.829677689	2.295560478	3.017982882	2.421256623	3.357245494	3.12544388	2.638342789	2.405141681	2.907447359
ENSG00000139132.13	2.459588842	1.987874348	0.067658648	1.743968805	0.371563556	1.763017	0.350656872	0.173953307	0.506817602	1.340250423	1.508511994
ENSG00000112763.14	1.745715531	2.155244505	3.032064203	2.357073278	2.977568303	2.522523513	3.369706715	3.107273648	2.842581094	2.173614712	3.0189604
ENSG00000164300.14	2.478217662	2.85991255	1.638996715	2.079441542	1.255616037	2.471483629	1.467874348	1.53686722	1.547562509	2.223541886	1.386294361
ENSG00000143546.8	2.663052835	5.314682721	0	5.281730563	0	4.966683407	1.300191662	0.542324291	3.69037833	5.481929757	0.173953307
ENSG00000168297.14	2.14710019	1.623340818	3.458522448	2.144761008	2.559550193	2.086913557	2.889260029	2.93385687	3.515418526	1.410986974	2.571084346
ENSG00000124762.12	5.010701959	5.661744463	4.247351731	4.520156812	2.907993359	6.064343193	1.311031877	2.219203484	1.504077397	5.675554453	3.458207636
ENSG00000263235.1	0.576613364	0	1.238374231	0.343589704	1.1442228	0.182321557	1.208960346	0.530628251	1.033184483	0.512823626	1.286474026
ENSG00000197070.12	4.928846619	5.059742868	3.823191792	4.248780916	3.453157121	4.95152203	2.028148247	3.222070716	2.165619238	4.170842533	2.323367632
ENSG00000257671.1	3.559624618	2.194999882	0	2.735665368	1.05431203	2.313525033	1.967112357	0	0.207014169	2.121063216	0.076961041
ENSG00000198919.11	1.266947603	0.824175443	1.378766095	0.78845736	1.413423029	0.647103242	1.568615918	1.574846468	2.113842968	0.559615788	1.671473303
ENSG00000105514.6	3.068517943	4.096342565	3.199081198	3.813307032	1.627277831	3.81242364	2.255493485	1.816452082	1.950186706	3.53834722	1.178654996
ENSG00000052344.14	4.019441402	5.322912413	0	2.60046499	0.198850859	4.156379953	0.039220713	0	0.113328685	3.466360708	0.19062036
ENSG00000179862.6	2.810606789	1.763017	1.269760545	2.059238834	0.182321557	2.799108932	1.150572028	1.684545385	0.343589704	2.780060737	0.378436436
ENSG00000198815.7	2.569554124	2.398803951	3.141130476	2.621765833	2.907447359	2.479894108	3.557060879	2.826721731	3.163785859	2.262804223	2.982647034
ENSG00000027075.12	1.759580571	2.32825284	1.528227857	2.290512512	0.867100488	1.530394705	1.255616037	0.871293366	0.615185639	2.138889	0.536493371
ENSG00000128524.4	5.426314725	5.606757492	5.153175981	5.374861654	5.014428092	5.479346422	4.603268379	5.167752997	4.931375613	5.875548518	4.787991618
ENSG00000178053.16	1.983756292	1.819698838	2.952824773	1.378766095	2.554121719	1.935859813	3.330059354	3.383033411	2.481567749	1.891604804	2.406945108
ENSG00000164610.7	2.547881449	2.07819076	3.092405161	2.538447417	2.775085602	2.210469804	2.969388298	3.364879119	3.027230941	2.564179831	3.007166651
ENSG00000155760.2	1.366091654	0.587786665	1.964311234	0.792992516	2.49732917	1.294727168	2.199444334	2.401525041	2.212660385	1.463255402	3.518091133
ENSG00000146426.16	0.165514438	0.708035793	1.627277831	0.425267735	1.430311247	1.105256831	1.965712776	1.472472057	1.935859813	0.3074847	1.205970807
ENSG00000168447.9	3.205182498	3.260785228	1.16315081	2.730463796	0	3.351656936	0.131028262	0	0.198850859	1.340250423	0.048790164
ENSG00000112511.16	2.155244505	2.72850621	4.416790315	2.574899688	3.835789699	3.239854231	3.846524023	3.373483543	3.796387662	2.460443178	3.449987546
ENSG00000197582.5	1.444563269	1.393766376	1.029619417	0.891998039	0	1.644805056	0	0.524728529	0	1.800058272	0.476234179
ENSG00000162729.12	3.60359386	3.513930652	2.710048204	3.378951773	2.496505786	4.248352375	2.54474665	2.819591576	2.949164638	3.642835516	2.543175558
ENSG00000135905.17	1.319085611	0.940007258	4.457365991	0.598836501	1.444563269	0.792992516	3.008648499	2.891482252	3.465423354	0	3.128075461
ENSG00000105699.15	5.567045951	5.65958674	1.556037136	4.663533429	4.554823812	4.861980595	1.398716881	1.519513205	1.199964783	4.824546651	1.773255998
ENSG00000076604.13	4.799008503	5.039935163	4.077706921	4.430578675	4.242620879	4.931303445	3.829727763	3.687878954	2.953346557	4.845210185	3.650398467
ENSG00000121552.3	4.235410003	6.425630484	0	4.670302281	0	3.18428438	0.963174318	0.322083499	1.266947603	3.624340933	0.270027137
ENSG00000164695.4	2.537657215	2.924773185	0.300104592	2.495681723	1.637053079	1.974081026	1.58514522	0	0.076961041	2.533696814	0.067658648
ENSG00000165105.9	1.811562097	1.556037136	2.783775912	1.199964783	2.33698652	1.519513205	2.747911735	1.821318271	2.689207113	1.680827909	3.012097628
ENSG00000268516.2	0.223143551	0.678033543	1.406096988	0.412109651	0.678033543	0.425267735	1.202972304	1.057790294	1.124929597	0.512823626	0.896088025
ENSG00000136155.15	2.008214032	3.401863826	0	1.60341984	0.530628251	2.242835089	0	0	0	2.337952237	0
ENSG00000204580.10	4.159664028	5.598533064	3.005187432	4.112675519	2.345644582	4.605270181	3.241810796	2.751109691	3.632838063	4.732331332	2.740194654
ENSG00000170345.8	3.466985122	3.394508394	2.297572551	2.668616132	2.509599262	3.764682418	1.93441577	0.593326845	1.617406082	4.149779269	1.235471471
ENSG00000241404.5	1.423108334	1.415853163	2.694627181	1.499623046	2.574137784	1.342864803	2.263844265	1.874874376	1.945910149	1.199964783	2.006870849
ENSG00000196872.9	1.693779061	1.435084525	0.662687973	0.850150929	0.019802627	1.562346305	0.09531018	0.854415328	0.019802627	1.071583616	0
ENSG00000275401.1	0.378436436	0.343589704	0.854415328	0	0.620576488	0	0.667829373	0.641853886	0.476234179	0	0.970778917
ENSG00000261116.1	0.587786665	1.16938136	0	1.30833282	0	0.854415328	0.058268908	0.343589704	0.343589704	0.837247525	0
ENSG00000101849.14	0.470003629	1.181727195	3.671733295	0.722705983	2.670002133	1.740466175	2.275213896	2.400618833	2.810606789	1.591273942	2.362739016
ENSG00000253313.4	1.822935087	2.081938422	0	0.955511445	0	1.547562509	0.148420005	0	0.139761942	1.463255402	0.048790164
ENSG00000164366.3	1.316408234	1.474763009	1.497388409	1.235471471	1.95160817	1.150572028	2.024193067	1.654411278	2.225704049	1.141033005	1.95586048
ENSG00000108602.16	4.270396506	4.93842296	2.243896097	3.857355604	0.322083499	3.283914221	0	1.32972401	2.061786606	2.495681723	0.086177696
ENSG00000157184.5	2.947067102	3.121483479	2.197224577	2.815408719	1.937301775	2.396075436	1.922787732	1.857859271	1.750937475	2.607861474	1.978239036
ENSG00000117676.12	4.215381557	4.057680578	2.172476408	3.654805474	2.91506437	3.898937766	2.570319528	1.965712776	3.467609147	4.032114486	1.943048917
ENSG00000107104.17	2.872999508	3.892432356	2.33117255	3.244543572	1.663926098	3.305053521	2.416806237	2.371177884	2.423917378	3.415757533	2.658859957
ENSG00000153904.17	1.743968805	0.58221562	2.824350657	1.190887565	4.520156812	1.691939134	3.91939576	3.783507583	1.931521412	1.01523068	4.256605125
ENSG00000277578.1	0	0	1.589235205	0.300104592	0.530628251	0	0.887891257	1.235471471	1.842135677	0	1.490654376
ENSG00000105372.5	7.835658326	8.167936379	7.275532365	7.95088657	7.733280688	8.2123948	7.189333762	7.430262408	6.800415027	8.301573763	7.555941704
ENSG00000112559.12	3.920586236	3.601958982	0	4.047427642	2.363680192	3.750914845	0.463734016	0	2.642622396	4.471410196	0.412109651
ENSG00000182585.8	4.426521875	4.419201988	0.21511138	4.216119619	0	5.620980408	0.048790164	0	0.113328685	2.43798973	0
ENSG00000135314.11	0.672944473	0.385262401	2.464703942	1.181727195	2.418588769	1.124929597	2.243896097	1.957273908	2.036011984	0	2.000127735
ENSG00000259768.5	0.548121409	0.292669614	0.996948635	0.565313809	1.137833002	0.329303747	0.90825856	0.506817602	1.022450928	0.165514438	0.996948635
ENSG00000131242.14	1.829376333	1.141033005	0.683096845	1.822935087	0.029558802	1.217875709	0.828551818	0.418710335	0.797507196	1.510721939	0.770108222
ENSG00000100226.14	2.870735783	2.866761892	3.341801172	2.733067964	3.33470139	2.337952237	3.296577333	2.910718899	3.55848599	2.516889696	3.532225644
ENSG00000179094.12	3.744077615	3.986202404	3.202746443	3.874113432	2.297572551	4.052132713	1.396244692	2.479894108	1.45395301	4.385022144	2.781300663
ENSG00000138376.9	1.715598108	1.302912752	2.437115986	1.699278616	2.618854622	2.063058062	2.719978772	2.379546134	2.685122696	1.87946505	2.35991016
ENSG00000135378.3	1.686398954	2.587764035	0.048790164	1.684545385	0.329303747	1.504077397	0.31481074	0.009950331	0.173953307	1.335001067	0.09531018
ENSG00000107679.13	2.683757509	3.261935314	2.060513532	3.087855562	1.702928256	2.46894663	1.650579856	1.974081026	2.464703942	2.751109691	1.342864803
ENSG00000166828.2	3.382014562	2.975529566	0.058268908	3.183870216	0	3.057767664	0	0	0.039220713	1.45395301	0
ENSG00000076356.6	2.883123329	2.32532458	0.058268908	3.301008654	2.217027205	2.48740353	0.364643114	1.181727195	0.928219303	2.983153491	1.371180723
ENSG00000102471.12	3.497416239	4.162158962	1.403642999	4.029094677	2.805176912	3.350956165	2.897016301	1.874874376	1.786746927	3.283914221	2.540814282
ENSG00000142156.13	1.83736998	0.019802627	4.658710953	0.966983846	3.803992261	0	5.352189832	3.533102453	5.578861525	3.105035008	7.642044403
ENSG00000158055.14	1.95586048	3.100542638	0.039220713	2.568788134	0	1.515127233	0.067658648	0.131028262	0.157003749	2.843745917	0.039220713
ENSG00000169057.18	2.536074936	1.922787732	3.221671912	2.298577072	2.732417558	2.186051277	3.06712227	3.337192052	3.0194488	2.207174908	2.498151877
ENSG00000125730.15	3.474447843	4.237000863	1.300191662	4.959692815	1.381281819	6.141822329	1.430311247	1.088561953	1.690095815	5.155428039	1.756132292
ENSG00000253552.6	2.46894663	1.957273908	0.858661619	1.530394705	0.09531018	1.60743591	1.166270937	0	0.779324877	1.650579856	0.951657876
ENSG00000132849.17	1.854734268	2.054123734	1.255616037	2.194999882	0.392042088	1.89009537	1.220829921	1.150572028	1.587192303	2.24495598	0.741937345
ENSG00000146676.6	1.30833282	1.690095815	1.932969638	1.706564623	1.850028377	1.512927012	2.575661013	2.392425797	2.577181926	1.332366019	2.687847494
ENSG00000157514.15	4.170842533	5.704149074	3.096482177	3.540959324	1.481604541	4.194039056	2.115049969	2.463001814	2.396985768	4.621732274	1.924248652
ENSG00000167653.4	5.003342097	3.201933104	1.625311262	3.873490056	0.104360015	6.558197803	0.506817602	0.173953307	1.033184483	4.7447582	3.319987326
ENSG00000143198.11	4.848430041	5.018140394	4.017823424	4.909045438	4.203647297	4.634146294	3.943715452	3.8823882	4.771277669	5.236601525	3.796836596
ENSG00000141503.14	4.534211097	4.805249798	3.970669201	4.418599615	3.792563565	4.122608027	3.487680842	3.759803792	3.943327855	4.451785879	3.828641396
ENSG00000260949.1	0.157003749	0	0.815364813	0.262364264	0.19062036	0	0.845868268	0.587786665	0.693147181	0	0.631271777
ENSG00000115008.5	2.664446564	2.596746132	0	3.696599577	0.076961041	3.846951009	0.048790164	0	0	1.900613874	0.029558802
ENSG00000260328.1	0.989541194	0.631271777	0.029558802	0.512823626	0.425267735	0.576613364	0	0	0.223143551	0.683096845	0.292669614
ENSG00000077238.12	3.726416058	3.451573589	2.400618833	3.757705645	2.955951404	3.69858223	1.665818246	2.410542234	2.539236994	3.764682418	3.00221124
ENSG00000234665.7	1.976854953	1.691939134	0.113328685	1.743968805	1.835776355	2.002830439	0.029558802	0.19062036	0.207014169	2.788092909	0.122217633
ENSG00000162086.13	1.302912752	1.291983682	2.381396273	1.701105101	2.583997552	1.975468951	3.846096855	2.423031246	2.872434057	1.2753628	2.560323289
ENSG00000280152.1	0.371563556	0.231111721	0.703097511	0.173953307	0.476234179	0.139761942	0.760805829	0.457424847	0.392042088	0.21511138	0.620576488
ENSG00000132010.14	0	0	1.064710737	0.542324291	0.438254931	0	1.050821625	0.751416089	1.172482137	0	0.604315967
ENSG00000163947.10	2.936512914	2.969388298	1.808288771	2.172476408	1.528227857	3.185112195	1.269760545	1.214912744	1.558144618	2.143589362	0.779324877
ENSG00000116273.5	2.018895042	1.91102289	2.791778417	1.998773639	2.472327868	1.393766376	2.43798973	2.924236272	2.219203484	1.971299383	2.946542029
ENSG00000116885.17	2.381396273	2.227861547	1.846878768	1.781709133	1.17557333	2.129421474	1.261297871	1.376244025	1.358409158	1.864080131	1.283707772
ENSG00000110721.10	2.02287119	1.510721939	2.446685437	2.046401688	3.355502422	1.396244692	2.999226163	2.836150204	2.929592471	1.272565596	2.05796251
ENSG00000134531.8	6.051076892	6.473875264	4.709440107	5.186659285	4.310530633	6.157381447	4.478359019	4.32836211	4.767799109	5.85372431	4.424846632
ENSG00000137857.16	3.675034047	4.641405679	0.277631737	2.742129515	0.512823626	2.32238772	0.277631737	0.09531018	0.548121409	3.691376334	0.412109651
ENSG00000114737.14	1.541159072	1.393766376	0.31481074	0.996948635	0.797507196	1.252762968	0.615185639	0.3074847	0.559615788	1.785070481	0.943905899
ENSG00000133111.3	0.75612198	0.966983846	1.562346305	0.940007258	1.095273387	0.819779831	1.680827909	1.873339456	1.613429934	0.810930216	1.294727168
ENSG00000175906.4	3.685373315	3.723522398	2.621038824	2.77695418	2.021547563	3.937105786	2.478217662	0.806475866	2.041220329	3.880119456	2.332143895
ENSG00000073060.14	4.626638093	4.912728412	3.807328934	4.53227686	3.979681654	3.996731733	3.827118498	3.397523976	3.161246712	4.834772832	2.949688335
ENSG00000184731.5	1.398716881	1.853168097	0	1.526056303	0	1.912501087	0.058268908	0	0.173953307	0.837247525	0.029558802
ENSG00000088726.14	4.676839473	4.45678618	0	2.461296784	0.048790164	2.337952237	0.19062036	1.979621206	0.048790164	2.958030406	0.039220713
ENSG00000185924.6	1.830980182	1.867176109	0.31481074	1.625311262	0	2.050270164	0.262364264	0.470003629	1.560247668	1.595338988	0.570979547
