id	Luminal	Basal	Basal A	Basal	Basal B	Basal B	Basal B	Basal B	Basal A	Basal B	Basal B	Basal B	Basal B	Basal A	Basal B	Basal A	Basal A	Basal B	Basal	Basal	Basal B	Basal B	Basal	Basal B	Basal A	Basal	Basal	Basal A	Basal	Luminal	Basal A
PAK4	8.11427	7.73653	8.03817	7.2503	6.88433	6.87686	7.39881	6.41196	7.30767	7.15681	6.03732	7.11478	7.13425	7.56459	7.78601	7.32637	7.45422	7.03063	8.04594	8.15942	6.69315	7.52458	7.72795	7.7622	7.70559	7.3327	7.43469	7.06657	7.22644	8.07792	6.92271
TOR1AIP2	7.1527	7.27055	7.75237	7.61965	7.11081	6.94174	7.57908	7.87174	7.18273	7.4649	7.19022	7.38294	7.26079	7.25859	7.19218	7.69046	7.67575	7.08456	7.63872	7.68667	7.3323	7.22525	7.34868	7.04959	7.43372	7.54544	7.8859	8.02183	7.55964	7.17266	7.8859
DCAF6	7.64046	7.2456	7.94048	7.65827	6.72047	7.21633	7.30907	7.27447	7.31103	7.52875	7.27311	7.20413	7.28687	7.81375	7.11813	7.13147	7.77015	7.2478	7.56891	7.45078	8.63426	7.65966	7.31222	6.51131	7.53058	7.55703	6.90882	7.59085	7.90379	8.00807	7.121
SNRPC	7.21384	7.48678	7.61741	7.80329	7.96104	7.82328	8.2274	7.1098	7.7972	7.75501	7.51853	7.56529	8.00745	7.74796	7.81668	7.97791	7.34593	7.7767	7.88184	7.83047	8.17141	7.34593	7.5242	7.57011	7.65444	7.81071	7.07918	8.35008	7.49	6.92956	7.70505
VASP	7.33548	7.25552	8.35193	7.47965	7.31924	7.73305	7.65927	6.90331	8.18623	7.40988	7.60587	7.43722	7.30295	7.62163	5.88187	7.61852	8.56756	8.52265	7.02675	7.14819	7.41091	7.77298	7.32605	8.16608	7.6532	7.5272	6.82737	7.85569	6.87624	6.57597	6.42764
RTCB	7.8014	7.76512	7.44759	7.44589	7.4181	7.30222	7.32827	7.34363	8.02065	7.83421	7.5128	8.30535	7.48909	7.32788	7.61999	7.64344	7.52387	8.09881	7.4181	7.45184	7.43757	7.45354	7.77433	7.28932	7.69731	7.41181	6.87789	7.60674	7.45783	7.75695	7.20475
STK25	7.48273	7.53496	7.55537	7.83047	8.01757	7.80846	7.46664	7.92451	7.36332	7.58861	7.76696	7.74086	7.61554	5.943	7.66573	6.80526	7.31193	7.76823	7.97675	8.03749	7.49768	7.69863	7.55496	7.13908	7.54875	7.92559	6.99272	8.04701	7.56004	7.55215	7.77394
CLPTM1L	7.02776	7.28957	7.88963	7.55496	7.71274	6.45201	7.47896	7.10031	7.672	7.31738	7.51007	7.70162	7.70849	7.83817	7.43792	8.09536	7.9447	7.43611	7.46801	7.5242	7.18728	7.81808	7.361	7.9537	7.56638	7.75456	7.45207	7.39816	7.51385	7.48042	6.78961
TRIM33	7.23341	7.85332	8.62673	6.39935	7.48404	7.50942	7.36031	7.00076	7.18014	7.54666	7.1945	6.67537	7.25	7.85332	7.11234	7.31856	7.77087	7.12441	6.89504	6.9132	7.38131	8.46682	7.80001	7.34168	7.79322	6.44262	7.92075	7.03148	7.82676	7.38702	6.86423
COX5A	6.64147	8.0524	7.59899	7.5242	7.30907	8.20524	7.21928	7.51199	7.73856	7.59587	7.84329	8.17431	7.08767	7.59548	7.27571	7.08083	7.29565	6.98291	7.70796	7.67486	8.31698	7.86863	8.0837	7.55899	7.49957	7.51312	7.32024	7.7884	7.56602	7.16291	7.4074
ALDH3B2	8.82571	7.65927	6.95997	6.18964	0.409592	5.3732	0.522929	0.254142	4.13187	0.222162	0.574164	0.409592	0.568532	1.77712	1.40163	1.92275	1.03126	0.918809	6.43335	6.29743	2.50761	3.14082	7.63162	5.33863	8.43861	6.28309	6.48513	2.08048	8.28406	7.11166	7.5242
FEM1B	8.13388	7.50211	7.49698	7.37461	6.76543	7.15181	7.00639	6.66133	7.70614	7.26457	8.00445	7.58615	6.70345	7.30331	7.02133	6.95849	7.0681	6.95033	7.20708	7.21877	8.3457	6.98064	7.50241	6.84334	7.04049	7.30365	7.35347	7.71625	7.70207	7.40343	7.20913
CEBPZ	7.42522	7.58299	7.46955	8.13388	7.6948	7.95761	7.52177	8.07226	7.25834	7.75054	7.98685	7.59942	7.12441	7.67486	7.42627	8.41046	7.24871	7.33586	7.58332	7.53785	7.76823	7.25879	7.54987	7.67113	7.96474	7.9531	7.0271	7.88446	7.6833	7.44589	7.48008
TAF2	7.03276	7.61926	7.08401	8.05189	7.79584	7.50974	7.07321	8.1249	8.05304	7.16812	7.22272	7.77166	8.30535	7.87944	7.69913	8.34187	7.65927	7.714	7.66741	7.56083	7.80422	8.31787	7.5865	7.28898	6.63123	8.00617	7.49598	7.69252	6.98574	6.69745	7.5951
CAV2	0.900409	7.90527	6.93951	6.19544	8.82061	8.44153	8.62296	7.28628	8.47859	8.39101	7.65927	8.35563	8.61261	8.25181	8.31506	8.63167	8.17958	8.17361	6.11016	5.99853	8.30457	7.48941	7.93877	8.76711	8.37776	6.18642	6.87426	8.68698	3.95303	4.28573	3.93471
WIZ	7.50896	7.51199	7.01688	7.56852	7.46847	7.42657	7.29757	7.73088	9.62265	7.52286	7.3323	8.06664	7.52576	7.56377	7.83878	7.66741	7.57615	7.87078	8.07732	8.23649	7.69214	7.72839	7.55462	6.8206	7.7471	7.72364	7.71484	7.11518	7.65648	7.15066	7.99581
PTCD3	7.3323	7.65079	7.6489	7.66617	7.64468	8.06195	7.86716	8.06195	7.2181	7.89699	8.26319	7.89107	7.32919	7.53424	7.71112	6.71909	6.94018	7.21502	7.7632	7.73772	7.59363	7.58332	7.66008	7.39953	7.21412	7.68046	7.86198	7.68712	7.50542	7.66328	7.53825
SNX1	8.04701	7.53201	8.0315	7.22336	7.23703	7.40276	7.33618	7.58258	8.12047	7.55738	7.40988	7.85521	6.90163	7.51312	7.66666	6.99386	7.54544	7.32063	7.2299	7.20976	7.56308	7.20447	7.55068	7.11445	6.96125	7.15897	7.70896	7.71753	7.15299	6.89437	7.27136
CNOT7	6.99298	6.90556	6.98097	7.15727	7.69691	7.8529	7.56782	8.05905	7.56564	8.08954	8.02357	7.88865	8.62172	7.35836	7.27311	7.25961	6.40849	8.19934	7.26991	7.16586	7.60995	8.27607	6.88997	7.61233	7.70505	7.08793	7.44553	7.89358	7.37122	7.46735	8.06601
SELENON	7.13638	6.87503	7.21992	6.47023	7.56671	7.86146	7.73693	7.59971	7.49811	7.95652	7.82612	8.2698	7.87421	7.09763	8.19324	7.29456	8.10127	8.00033	7.20301	7.31827	8.0819	7.33029	6.89627	7.79265	8.03691	6.56067	7.13552	7.77433	6.97939	7.96883	7.22644
EMC10	7.82768	8.04649	7.99356	7.59942	7.0681	6.99239	7.20272	6.72717	7.69298	7.88753	6.3691	7.09907	6.76846	7.91179	6.65862	8.08794	8.00617	6.11564	7.71112	7.77337	6.12748	7.87421	8.09603	8.09536	7.62526	7.67352	6.71334	7.57762	7.03721	7.3374	6.52843
PPP1R9B	8.20676	6.76061	7.54918	7.56192	6.40039	7.4483	7.36469	7.00502	7.03127	7.52576	7.52458	7.48538	7.80568	7.52959	7.31705	6.83928	7.49141	7.50471	6.8229	6.92127	8.89806	7.4106	6.84623	6.95305	7.00162	7.70559	7.4386	7.25995	7.37776	6.84681	5.17217
RPRD1A	7.7313	7.92812	6.65277	7.50471	7.3374	7.53856	7.34425	7.50616	7.2456	7.58332	7.80708	7.58299	7.3853	6.14413	6.52843	6.88997	6.60974	6.9409	7.34017	7.36291	6.89963	8.3749	7.95812	7.50582	7.31514	7.42249	7.79021	7.49141	8.36699	6.77956	8.49961
YIPF3	7.30962	7.81984	7.56046	8.35648	7.39327	7.43123	7.87896	6.92028	7.32171	7.30767	6.95487	7.34017	7.42522	7.58179	7.76512	7.13425	7.37156	7.95761	7.11634	7.14522	7.44074	6.50922	7.77337	7.45975	7.46035	8.36313	7.4128	7.38758	7.52921	8.26319	7.00918
VKORC1L1	7.07531	7.69298	6.86479	7.07822	7.76426	7.89258	7.60127	7.57465	6.53727	7.66286	7.30434	7.72665	7.50756	7.12337	7.17327	7.19303	7.91119	7.50582	7.78262	7.8038	7.52387	7.09792	7.63524	7.48644	7.07472	7.03063	7.78023	7.72665	7.6579	7.89549	8.22815
HAT1	8.03817	7.05895	8.14952	7.57729	7.76915	7.94986	7.79411	8.09822	7.69731	7.84984	7.76512	8.26503	7.58214	7.93986	7.89304	7.68627	7.61514	7.66707	7.36569	7.30134	7.66666	7.8804	7.04555	7.26698	7.99869	7.54839	7.86673	7.60127	7.63624	7.18572	7.0508
CLCN7	7.22398	7.96705	7.30685	7.68089	7.281	7.47687	7.23147	7.95199	7.55537	7.46592	7.03397	7.8769	7.86018	7.17166	7.20024	7.19923	7.2558	7.37572	7.47965	7.60127	7.79411	7.16812	7.98047	7.20674	6.6038	7.75884	7.6833	7.16349	7.6745	7.39712	7.37054
MED15	7.40055	7.21502	7.54291	7.55929	6.94555	7.07669	7.41584	7.10067	8.05969	6.75355	7.47482	7.01225	6.7549	7.10439	7.34297	7.31705	7.9322	7.8859	7.36332	7.49768	7.12287	8.05905	7.1899	7.68244	7.50542	7.67732	7.32569	7.68292	6.99584	6.58601	7.20024
SPG7	7.18128	7.86673	7.61852	7.49286	7.66286	7.60876	7.12191	7.92865	7.26177	7.63572	7.12925	7.99581	7.43548	7.60915	7.04818	7.27195	7.59783	7.35641	7.76596	7.82676	7.52688	7.74746	7.9531	7.43646	7.72584	7.54029	7.75098	8.28007	6.96873	7.12993	7.29757
CRIP2	7.38604	6.72047	6.29829	5.71943	4.29055	5.58872	5.3798	4.25637	8.15179	6.50458	5.47508	4.97964	7.15299	5.06488	6.28951	5.0958	8.1076	6.74986	6.56948	6.62384	5.96185	6.64214	6.82991	6.23724	5.77477	5.80894	2.04882	7.20941	7.91539	8.48894	7.02571
RIC8A	7.9515	7.69438	8.22527	7.51633	8.08491	7.58726	8.42878	7.57651	7.56157	7.7297	7.69523	7.33548	7.65278	7.08712	7.99241	0.0198042	6.937	8.0435	7.77087	7.79265	8.05553	7.30463	7.71885	7.44036	7.42284	7.57947	6.83029	7.39666	7.06521	0.166932	7.56459
PRPF3	7.47832	7.39291	7.31827	8.33272	7.05862	7.27478	7.20508	8.5334	7.11549	7.14368	6.91517	7.1738	7.61632	6.79336	7.23229	7.26079	7.36066	6.87826	7.40636	7.27386	7.92504	7.65278	7.40669	7.22668	7.80422	8.31337	8.22381	7.62163	7.51927	6.72354	7.80708
DNAJA2	7.96883	7.92342	8.10058	7.36537	7.56711	7.46212	7.31222	7.92812	7.44151	7.54957	7.59234	7.27478	7.39536	8.10567	6.49057	7.70067	7.51773	7.09451	7.24663	7.22583	7.70207	7.81467	7.91227	7.00224	7.99303	7.27645	7.48708	7.85917	7.53785	8.39855	7.40373
PTEN	7.56275	8.71225	6.63211	4.96832	7.2574	5.22303	7.92025	6.76508	7.82612	7.01656	7.87479	6.36038	6.86183	0.254142	7.32605	7.65524	6.38885	7.44936	8.21869	8.20006	7.50862	5.71036	8.73543	7.24663	7.24663	4.88534	7.19189	7.16778	6.98375	7.83926	8.40318
SLC7A6	7.85821	7.27968	8.70163	5.71371	7.80667	8.3977	7.24904	7.12166	7.34664	7.61666	7.38329	6.84854	6.9409	7.39816	6.78155	7.43646	7.7726	7.40018	7.86972	7.89699	7.82768	7.41123	7.28819	7.50358	6.40197	5.81482	7.80472	8.32371	7.05862	7.78307	7.3526
ZNF770	7.59085	7.64961	7.86759	7.76461	7.22118	8.19054	6.98574	7.85521	7.83047	8.2209	8.02552	7.24629	6.89653	7.48808	7.07554	7.86345	7.22805	7.14843	7.58258	7.58299	7.61592	7.27229	7.72454	7.42015	6.8863	7.63789	7.73903	8.04231	7.38367	7.34899	7.31827
WASL	7.18667	7.78023	7.57762	7.2358	6.70227	7.58974	7.33029	7.57577	7.18153	7.57394	7.36373	7.57156	6.83201	7.02197	7.30867	7.32755	7.91903	7.17612	7.15181	7.11118	7.24208	6.80407	7.70207	7.70424	7.35319	7.25709	7.15844	7.45078	7.49141	7.79021	7.83618
FAM111A	8.37581	6.47617	7.99522	7.16902	7.9139	7.07285	7.58299	7.59124	7.09548	7.21188	7.08426	7.50826	6.7402	7.73517	7.20883	7.52145	7.68627	7.04141	6.76279	6.72047	6.76846	7.51992	6.43335	7.52657	7.85621	7.08539	7.47339	7.36159	8.10127	7.5612	7.00688
MYADM	7.16349	6.14634	8.02725	6.71334	7.44356	1.38515	8.61127	7.75552	8.35648	7.60243	6.8229	7.10619	7.40373	6.9769	7.24141	6.01843	7.34363	8.66343	6.7962	6.83409	7.32428	7.89549	6.08967	7.65966	7.08639	6.74851	6.85678	7.68046	5.4643	7.44902	0.0633937
EXT2	7.29296	7.55496	7.15241	7.68482	7.32858	8.30979	7.82676	7.50896	7.5242	7.99522	7.68369	7.32171	7.21577	7.41608	7.39983	7.76741	7.7218	8.01248	7.64652	7.64468	7.61782	7.74933	7.5806	7.84937	8.32022	7.68882	7.56711	8.03336	7.7884	7.07614	7.48766
SHROOM3	6.56575	8.19123	7.91008	6.44957	6.73106	7.36818	7.61514	5.09201	7.61782	8.86155	5.92443	5.76396	6.01982	7.49811	5.62889	7.26177	7.95865	6.75192	6.18091	6.18996	5.44562	6.7818	8.18693	8.02969	7.67531	6.54429	7.10464	7.82612	7.18784	7.46322	6.00532
RRP1B	7.0375	7.2529	7.44151	7.4208	7.86454	7.8804	7.54875	7.40811	7.68442	8.31612	7.76867	7.15897	7.88409	7.18388	7.24372	7.72311	6.92271	7.10289	7.78023	7.77924	8.16377	7.12191	7.31481	7.69564	7.97791	7.34689	7.39881	7.72839	7.42627	7.37461	8.25953
PTOV1	7.83011	8.09536	7.44289	7.35377	6.9054	6.9733	7.21694	6.76092	7.19748	7.85722	7.04641	7.35567	7.47072	7.47279	7.09407	7.49598	7.24464	7.56891	7.92766	7.91227	7.14681	7.14171	8.10567	6.9434	7.39366	7.40018	6.51511	6.98663	7.06304	7.77214	7.79076
DDX54	7.44651	7.08569	7.53785	7.61817	7.15844	7.56275	7.76426	7.06253	7.39536	7.58686	7.56671	7.39928	7.40988	6.7248	7.45615	8.13945	6.99726	7.41216	8.40031	8.45465	7.2709	7.73347	7.17166	7.5754	7.12258	7.70248	7.67157	7.3526	7.71536	7.3526	7.07215
RB1	8.05189	7.46664	7.88136	7.96705	6.83201	6.80552	7.5724	4.99435	7.10184	7.93162	7.52657	8.03817	6.75149	6.79828	6.7026	7.37351	7.10231	7.47072	6.94117	6.91566	8.24797	8.058	7.47482	7.36031	2.48316	7.89749	5.96408	7.38994	8.13705	7.94986	6.09642
SRPRB	7.57271	7.97615	6.76991	7.63343	7.344	7.1064	6.85188	7.68756	7.14293	7.14935	7.73693	7.85722	7.69564	7.47309	7.73819	7.51415	7.31222	7.99241	7.88643	7.81808	7.89215	8.17801	7.95252	7.57908	7.58179	7.60995	6.9733	7.55462	7.51744	7.34363	7.24435
FURIN	6.99854	7.99709	8.26239	7.56711	7.03693	8.23581	7.8463	7.22954	8.24876	7.43095	7.34044	7.48008	5.57294	6.94742	7.19502	7.20855	8.09283	7.68595	8.10058	8.17801	7.4031	7.52997	8.04286	9.23862	6.18198	7.6833	7.61889	8.30811	2.0923	6.97852	7.66008
NOL6	7.66049	7.19022	7.41644	7.31601	7.9531	7.61032	7.89749	7.84134	7.37637	7.52108	7.86454	7.34899	7.99709	7.2006	6.95517	7.77924	7.80047	7.23521	8.16015	8.15732	7.3062	7.42015	7.26235	7.60243	6.565	7.4208	7.78737	7.55068	7.63911	6.79567	7.09483
CTGF	3.9969	8.58806	0.509134	6.12682	8.46781	5.58827	8.39678	5.48117	7.91855	9.46519	7.20413	7.05909	7.8769	4.04982	6.75041	6.4078	5.50812	10.5727	3.5066	3.3437	9.17753	5.08128	8.62172	6.59561	8.2209	6.13845	9.41051	7.51813	2.08048	3.28115	6.26777
PPP4R2	7.78966	7.20649	8.05731	8.00397	7.7471	7.34993	7.62495	7.9447	6.92374	7.83726	7.81984	7.90168	7.65721	7.55619	6.58315	6.68666	7.24141	7.48538	7.5712	7.47309	7.20301	7.35836	7.19218	7.6413	7.15979	7.93066	7.19484	7.25178	7.36373	7.58258	7.98288
PPP5C	7.71346	7.61472	7.45491	7.42912	7.75639	7.33991	7.59085	7.32297	7.43437	7.67694	7.90798	7.27055	7.61472	7.21694	6.6729	7.95041	7.55315	7.36436	7.75098	7.73693	7.00224	7.56417	7.64652	7.47791	7.63231	7.48442	7.53856	7.7632	7.24107	7.60286	7.14681
TP53BP1	7.94321	7.49422	7.92964	7.65881	7.02776	7.14135	6.99298	8.35193	7.52286	7.91439	6.87596	7.75695	7.28061	7.35196	7.6948	7.84764	7.243	7.44651	7.54987	7.50211	8.01868	7.42458	7.49532	6.93783	6.77148	7.61926	7.80568	7.8804	7.67352	7.41676	7.43961
MRPL49	7.92559	7.98913	7.54437	7.11839	7.672	7.86454	7.57428	7.64257	7.1664	7.33329	6.82475	7.72454	7.37497	7.69995	6.70156	7.81984	7.3195	6.97042	7.31064	7.38604	7.03927	7.67233	8.02853	7.43999	8.13766	7.2358	7.46592	7.20708	7.8785	6.64731	7.54666
CBX6	7.93162	7.45354	7.77298	5.96065	7.15897	5.84042	7.42879	7.17166	7.79212	7.60876	7.61592	7.41961	7.74316	7.34868	7.42284	6.73504	8.16377	8.1177	6.13027	6.25488	7.61889	7.54437	7.54291	6.85753	6.59851	6.20246	6.60183	7.59849	6.90331	8.04058	6.75355
CPE	4.22994	6.62872	2.52903	4.93396	4.93231	6.53498	5.92567	3.21536	6.23693	2.78372	4.57243	2.76271	5.18232	3.62022	5.81177	2.50761	7.68667	6.92637	4.03099	3.91747	4.30648	2.34055	6.639	5.47801	4.29759	4.53073	7.02072	6.73858	8.00445	5.97234	5.82936
SH3GLB1	7.3545	7.18363	7.23314	6.86769	7.77973	7.69913	8.14335	7.85433	7.50791	7.03342	7.60915	7.90062	7.91753	7.86251	8.01033	7.25149	7.74846	8.0716	6.32441	6.44327	8.69888	8.35193	7.13016	7.49957	8.00983	6.81348	7.9515	7.4138	7.92916	7.34264	7.29262
NSA2	7.2903	7.63524	7.40086	7.52066	8.12223	8.16838	7.66997	7.60915	7.80945	7.62887	8.11851	7.96596	7.83102	7.70505	7.65648	7.44183	6.97502	7.31387	7.59363	7.43192	7.65721	7.2024	7.50287	7.31514	7.20334	7.3853	6.58115	7.25259	7.55247	8.49025	7.4138
CDC5L	7.15348	7.36883	7.69298	8.54563	7.73048	7.68133	7.99755	7.20024	7.7076	7.69691	7.4618	7.85917	7.77298	8.03624	7.60392	7.47029	7.3853	7.75552	7.39467	7.25552	7.91801	7.35417	7.44723	7.73955	7.68046	8.46275	7.66617	7.77717	7.62807	6.82256	7.41676
ATP6V0D1	8.03749	7.45576	8.90626	7.25489	7.54544	7.59124	7.22428	7.28	6.88558	7.20413	6.7081	7.01688	7.73434	7.68514	7.20674	6.90908	8.25257	7.32509	6.9543	6.99615	7.39155	7.53715	7.48467	7.48374	6.91517	7.39155	7.73305	7.52875	7.16555	7.19846	6.88
TRAM2	7.21473	6.74047	6.68469	6.92991	8.70163	7.08539	9.39788	7.13016	7.36537	7.60331	6.54376	7.05626	8.15523	6.66908	7.90701	7.60392	6.51829	9.5862	6.29809	6.3194	8.2107	6.45882	6.70486	7.89215	7.16936	6.99088	8.16465	7.4092	7.25642	7.31989	5.67159
PFKFB3	7.03232	6.43464	8.06421	6.80926	7.17984	7.16014	7.28376	6.61224	7.92766	6.75552	6.93124	7.19688	7.73517	6.72668	8.05905	7.82676	8.00983	7.46111	7.54699	7.53825	7.13836	7.29456	6.35274	6.1655	6.88945	6.84458	6.37607	6.8939	7.12925	5.96559	1.71566
BHLHE40	8.02117	7.04852	7.15794	8.71907	6.72017	7.23341	7.13518	8.29739	8.33928	6.27464	7.6745	7.26393	6.87021	7.5712	7.18184	6.46048	7.8859	7.6511	7.64344	7.64609	7.55215	7.55665	7.0508	7.2286	7.90325	8.70434	6.44957	7.60795	8.11168	8.39101	6.01843
ELOVL1	7.49845	7.0442	7.0429	7.70207	7.92812	7.90649	7.88494	7.41023	6.99434	7.29827	7.52921	7.53496	7.63231	7.28628	7.66425	7.59971	8.15732	8.15805	7.58451	7.50136	7.79265	7.49734	7.0119	7.56004	7.7313	7.83667	7.46322	7.5128	6.82376	7.50791	7.88095
PHF3	7.64426	7.53856	7.27195	8.41321	7.12464	8.2209	8.11932	7.76001	7.45615	7.80708	7.80945	6.99014	7.52177	7.51165	7.45387	7.11414	7.30741	7.06121	6.92544	6.86401	8.17958	7.58451	7.49598	7.46592	7.90798	8.3334	7.15101	7.92865	7.5324	7.83144	7.38575
AVL9	7.38924	7.21069	7.44322	6.78714	6.68355	6.8115	6.92605	7.33307	6.50186	7.01097	7.3523	6.81348	7.06454	7.26393	7.39782	6.46523	8.03879	7.19871	7.14662	7.09707	7.22805	6.25291	7.15299	7.24406	7.71669	6.67237	6.55558	7.28339	7.10619	8.30046	7.7884
ATP13A1	7.74746	7.88643	7.39366	7.66167	7.45315	7.86759	7.57577	7.66008	7.4992	7.44723	7.18213	7.98524	7.47279	7.03176	8.17801	6.90271	7.26427	7.24107	8.37389	8.46072	7.66085	6.98981	7.91338	6.73586	7.69564	7.73903	8.00807	7.15386	7.57156	8.14628	8.13577
MAPK14	7.36031	7.35807	7.87078	7.61393	7.37637	7.67616	8.47747	6.89743	6.73831	7.38924	7.37945	7.36602	7.30165	7.66085	7.4106	7.70341	7.49215	7.57796	7.33465	7.32788	7.3867	7.07264	7.37637	7.79456	7.58894	7.57615	7.51127	8.60867	7.49384	7.22148	8.05669
MRPL13	7.0442	7.69954	7.02016	7.72584	7.4235	7.34486	7.05909	7.89955	7.61433	6.78348	7.10619	7.58686	7.6511	7.90168	7.30648	7.9468	7.12045	7.51239	7.74045	7.5944	7.15794	7.60718	7.66908	6.91126	6.34617	7.64257	6.89467	7.33307	6.9769	6.87066	7.06429
CYTH2	7.65966	7.56488	7.25879	7.44651	6.9216	6.91208	7.39467	6.43402	7.63997	7.25058	6.60183	6.81171	6.77304	7.19688	7.71022	7.00354	7.32266	7.28517	7.20119	7.21902	7.02353	7.26858	7.5803	7.44553	7.86018	7.50756	6.39935	7.11034	7.23109	7.25834	7.69564
TMEM109	7.69954	7.29983	7.16668	6.91594	7.85332	7.95199	7.99411	6.62063	7.76119	7.86345	7.90108	8.10058	7.93381	7.08153	7.29926	7.07822	7.75884	8.46381	7.96705	7.98339	7.25995	7.99064	7.18597	7.60995	7.59666	7.03091	7.01737	7.29107	7.57985	7.19388	7.79131
EBLN3P	7.83974	7.25961	7.06222	7.31222	7.01048	6.35529	7.196	7.81116	7.26427	6.71677	7.2683	6.71202	7.62887	7.39366	7.25316	6.74919	7.91855	6.99088	7.0788	6.91689	7.12258	6.72521	7.28957	7.33137	8.20608	7.27901	8.15942	6.98779	8.64032	8.43187	6.98539
PPP1R12A	7.5754	7.9468	6.57798	7.64085	7.43259	7.05832	7.65524	7.89008	7.34761	7.86018	7.71797	7.35196	7.47791	7.2602	7.46212	7.47339	7.10464	7.9571	7.77627	7.67774	7.85191	7.77877	7.85621	7.78168	6.98211	7.57985	7.62201	7.23288	7.51526	7.69564	7.47339
ELOB	7.44685	7.64426	7.13786	7.61157	7.39291	7.45452	7.67276	7.47614	7.72364	7.47653	7.40636	8.12107	7.31316	7.30713	7.46847	7.42495	7.55215	7.18046	7.4949	7.48374	7.9171	7.80329	7.74002	6.9611	6.99298	7.69995	7.05197	7.3529	7.38604	6.64239	6.80552
NPDC1	8.53224	6.36488	7.45975	4.4455	6.22905	7.11142	6.02388	6.25916	6.37043	6.7414	7.0233	6.51984	6.86237	6.42791	4.60233	5.82868	6.76737	5.98104	5.60447	5.7877	6.19544	6.52768	6.42494	2.16134	7.47832	4.65091	6.69892	6.55558	8.18541	8.17958	6.80001
CDC42EP4	6.94018	8.79697	7.06	8.63894	6.80206	6.93758	7.14368	7.04524	7.66908	7.15762	7.45422	6.51379	6.82455	7.7962	7.24663	6.73135	7.65444	6.25844	7.68133	7.70665	6.97939	7.54544	8.85553	7.32919	7.79265	8.68403	7.74796	7.48538	7.51127	6.76003	8.1249
PIGS	7.31827	7.30962	7.09573	7.66871	6.58734	6.42467	7.32956	6.82376	7.16402	7.5339	6.90997	6.98241	6.45558	7.15504	6.80633	7.07729	6.90589	7.12952	7.34935	7.42951	6.28073	7.56711	7.36853	7.69995	6.88138	7.7471	7.94765	7.39712	6.48362	7.20941	6.79675
RAB3GAP1	7.72795	7.50471	7.85674	7.84229	7.29327	7.22525	7.51773	6.90757	7.27283	7.2552	7.60427	7.30016	6.79041	7.92865	7.32363	7.361	7.51239	7.39155	7.5043	7.50102	7.37572	7.81166	7.47928	7.18273	7.76959	7.82676	8.2641	7.56638	7.60168	6.54014	7.30194
NDUFA5	7.53747	7.98631	6.74248	7.18634	7.24279	7.65648	6.98726	7.74614	6.99014	7.22556	7.49456	7.88236	7.08746	6.90271	7.74846	7.03176	7.1652	7.03901	7.70067	7.63198	6.67343	7.07729	7.93108	7.11813	6.98635	7.03342	7.07006	7.19568	7.37279	7.62769	7.81894
KIDINS220	7.19633	7.51813	7.21164	8.49225	7.37054	6.81726	7.4497	7.72503	7.09605	7.87078	7.4138	7.76461	7.27941	7.03342	7.62321	7.36957	7.3004	7.87023	7.12166	7.1596	7.23648	7.02472	7.49811	7.35774	7.42046	8.44239	7.4483	6.89832	7.47614	7.97791	8.21735
RBM6	7.95435	6.91997	7.41149	7.80708	7.4031	7.44418	7.44356	8.20453	6.82149	7.55429	7.27766	7.1222	7.31579	7.26177	7.18096	6.69201	6.6705	7.29797	7.17166	7.16972	7.56891	6.72668	6.82792	6.97127	7.12464	7.77214	8.01475	6.89295	7.99869	8.25408	7.4141
IDH3B	7.31601	7.46212	7.26765	8.04416	7.56967	8.01997	7.1652	8.28797	7.72839	7.14101	7.18667	7.53094	7.61999	7.79957	7.91801	7.13786	7.0295	7.23954	7.71928	7.6982	7.05909	8.45734	7.42752	7.35057	7.80516	8.1076	7.22336	7.73347	7.18247	7.51052	7.6481
NRIP1	7.9375	7.08793	7.99303	6.50655	6.76619	6.68383	5.89433	7.56967	8.81074	8.1427	6.83492	6.85252	5.10695	8.14757	6.98097	7.0964	7.344	6.13639	6.26233	6.15907	5.76428	8.3929	6.9676	8.00505	8.03081	6.39679	7.63524	7.26698	6.59653	7.40055	7.64468
RFC1	7.25961	7.59666	7.5225	7.76071	7.8785	7.46359	7.5518	8.09997	7.57083	8.06664	8.17884	7.73471	7.80516	8.02117	7.54666	7.56739	7.20119	7.54356	7.31639	7.24527	7.40248	8.24876	7.55315	7.51492	7.66328	7.67531	7.41608	7.52619	6.66531	6.96075	7.45422
FLOT1	8.10242	7.12494	8.79697	7.61852	7.99241	8.06601	8.1427	7.46701	7.73732	7.23648	7.00995	7.17403	7.2024	6.28134	7.91855	7.60587	8.13887	8.10431	6.29981	6.32208	7.60876	7.5754	7.1098	7.76278	7.55665	7.63231	7.19118	7.48008	7.55023	7.64426	5.01483
BTBD1	6.60916	7.60243	7.58686	7.20301	7.43407	8.01537	7.39568	8.12161	7.80086	7.64344	7.88136	8.04058	7.27163	6.42869	7.26991	6.94454	7.42423	7.32124	7.3809	7.29598	8.72343	7.72665	7.61472	7.60834	7.01316	7.23498	7.10184	7.81166	7.3523	7.19157	7.2709
PSMB6	6.8971	7.47279	8.02904	7.6293	7.69046	7.81894	7.9075	7.7597	8.07021	7.58817	6.66494	8.1076	7.6766	7.98685	8.08794	8.4617	7.21577	7.79668	8.3401	8.28325	7.4092	7.60587	7.51052	8.09159	7.07321	7.67113	7.5339	7.41315	6.94296	6.75041	7.13069
